"820842351572713473": "['want another blunt', '1']",
"816872455767588864": "['@Fonsecashow stop smoking weed #SJBarracuda', '0']",
"529146119096643584": "['They just keep little individual packets of oxycodone with the cough drops. Okay.', '0']",
"818274757699309570": "['i guess they like my weed ?', '1']",
"819256075774021632": "['Just got this dope ass poster of Kurt Cobain for the shop that I just want to take home for myself 😫', '0']",
"476956907882967040": "['worried not even seroquel will help me sleep tonight', '0']",
"819911207498944514": "['about to roll this blunt like so', '1']",
"463918877005459456": "['@Timeflies Adderall and Redbull is the finals anthem! #ontherealthough', '1']",
"469249549685784576": "['Adderall and the NZT drug from Limitless basically the same thing', '0']",
"482166168065568768": "['And enzyme CYP3A4 is responsible for hydrocodone to norhydrocodone and oxycodone to noroxycodone.  #realtimechem', '0']",
"533812909600960513": "['Percosets .. Adderall .. Exctasy .. Pussy money weed', '0']",
"519676583104110594": "['Debating taking another Adderall so I can focus on my homework better but I already feel like barfing so idk if its a good idea', '1']",
"823745387714461696": "['I need some Marijuana asap', '1']",
"460420456533598208": "['Great article in the Strib today by paul john scott about giving drugs like Seroquel to seniors who don't need them.', '0']",
"816641927064014848": "['Update: it's 7:45am and I'm still driving through Texas. \n\nBut on good note here's a dope picture I took of the sunrise. https://t.co/vdmuXUzKq0', '0']",
"823423355852296192": "['I will always love you x whitney h', '1']",
"514649700256210944": "['@deanssadfeeling yes… I took oxycodone about two hours ago and just got done watching a movie for class. i'm kind of awake right now.…', '0']",
"821230792798040064": "['@3sixm why you so dope lol', '0']",
"527081593585012737": "['Made dog get up &amp; come upstairs to keep an eye on him... on way back to bed spotted the oxycodone had fallen into bedside drink. Phew!', '0']",
"816671862554030080": "['@Jaco_stars21 those are dope. And infinitely more reliable than an Infiniti', '0']",
"820932112962428928": "['@_EGotti 🤔🤔🤔 But what that got to do with my blunt?', '1']",
"822115241609728000": "['@OhItsTeddy dope, definitely need more', '0']",
"450378472649920512": "['“@AdderallHadMe: Adderall had me typing my essay like http://t.co/QZqz5LQQYH” this makes me uncomfortable', '0']",
"452868400822231040": "['And peaking on your adderall at church is a huge struggle and I found myself praying about so much for example  abused dogs', '1']",
"819463824982102017": "['Ganja took my headache away 😇', '1']",
"476859710549684224": "['@ChaniTheHippie lmaoo damn, that's how I am when I take it too late. seroquel will knock me out but I never take it unless I rly can't sleep', '0']",
"451245154826199040": "['That nap after you bust a nut have you motivated to do all types of shit like you on adderall  or some shit', '0']",
"511619449414496257": "['“@JSimkins_Yahhh: Adderall plus coffee wasn't my best choice #stimulantoverload” remember modern euro all nighter? @staphdevita', '0']",
"818701291861970944": "['smoking on dope while I dab', '1']",
"817463987499634694": "['i need a blunt in the snow', '1']",
"821009398097014784": "['I need some hot coco and a blunt', '1']",
"490948430936956928": "['@aweebithopeful I got consultant. Running over how to the present the whole quetiapine reduction thing,', '0']",
"344359166556639232": "['RT @chrswith1eye: @HauteCraigture lemme suck the seroquel residue off your fingertips', '1']",
"823380568205193216": "['Currently smokin a blunt jamming out to PND &amp; watching the rain drop in my bed best way to end my day', '1']",
"826469286273130496": "['straight off the block we sellin dope to buy groceries', '1']",
"823366545988587520": "['Soon as I clock out I'm rollin a blunt', '1']",
"826231917716656128": "['This bath is bouta smack', '0']",
"481463641615499264": "['gonna eat then take this adderall &amp; read my books.', '0']",
"537887648178651137": "['my mom gave me a caffeine pill and i think it's actually adderall', '1']",
"482569733682642946": "['Leaving my rolling stone copies on the train for the next person. I can't read them with adhd &amp; no water/wine to take my adderall 😕', '0']",
"822672302898868224": "['I want a black cat so badly.', '0']",
"819591726335750144": "['That's the dope call !', '0']",
"821391506619699202": "['Coffee Pot Laundry', '0']",
"815914381628346369": "['I just smoke weed and chill', '0']",
"540206661278105600": "['Ppl asking for adderall all the time is by far the most annoying thing in the world. Aka don't ask unless u wanna annoy the shit out of me.', '0']",
"467503051444854786": "['niggas talking bout throwing adderall in blue nutcrackers &amp; calling them quick revive.', '0']",
"524255339039182848": "['I just watched half of Captain America without getting distracted once. God bless adderall', '0']",
"818567445816479744": "['I just want a g so I can smoke a blunt', '1']",
"464060288963080194": "['Pharmacist was even shocked at how high my adderall dosage is #lol  #turndownforwhat', '0']",
"819430827201150976": "['Smoking weed is lame tbh', '0']",
"820723066904801280": "['@Sagaciouskidd @OhhTinaaa_ I'm up, I'm hungover and I need food.... and a blunt', '1']",
"539708475266596864": "['I love being trapped between quetiapine sedation and the sound of a pneumatic drill outside my window of a morning.', '0']",
"825512458106261504": "['Who's down for a blunt', '1']",
"816116713163001857": "['My dad told me I couldn't drive tonight. Been drinking since hours before the Cotton Bowl. ROW THE BOAT.', '0']",
"825424008178868225": "['Todays plans are too smoke weed', '1']",
"467883286535356416": "['Chopped up orostitute stuffed with Adderall #cardsagainsthumanity', '0']",
"816880003514306561": "['The moon look a so dope rn', '0']",
"540634933018898432": "['We still don't know if the pill bottle w/ oxycodone was Rumain Brisbon's legal prescription. Probably not, but @phoenixpolice hasn't said.', '1']",
"824781463933550592": "['Morgan told me my Bitmoji looks like a heroin addict... https://t.co/AbjNhMBq2T', '0']",
"525288156351201280": "['@jonronson @louisep67 That's fucked up. I was on depakote and seroquel once, horrible stuff. Depakote not even good mood stabilizer.', '0']",
"537737134132568067": "['“@AdderalIHadMe: Adderall had me going 0 to 100 a little TOO quick” @kristinacar us currently #thanksadderall #backtostudying', '0']",
"821334480115863553": "['Weed and coffee is love', '1']",
"529652579119411201": "['My pt doesn't know how to spell his sisters name but knows how to spell oxycodone 😩 #SMH #NursingProblems', '0']",
"823144632183902209": "['drunk DMing. DOPE', '0']",
"505802833338585088": "['Really did not think halving my quetiapine dose would affect me this much. It's pretty hellish. #mh', '0']",
"464985559157735424": "['Bring me an adderall for golf tomorrow. Joe Dirt is on and there\'s no way I\'m going to bed/ was my last text. Thinking about hanging myself', '1']",
"533084996127694849": "['This oxycodone makes me soooo itchy!! #ahhhhh #drugs #tonsillectomy #soitchy #itchyface #sosleepy', '0']",
"825157418162216965": "['HIT THE BLUNT &amp; FORGET ABOUT IT!', '1']",
"526058853042253824": "['I'm about to start taking adderall so it can help with my ADD', '0']",
"531300603239333888": "['That chiles waitress was pretty funny..only cause she was on oxycodone haha', '0']",
"815636933300862976": "['I had such a dope night last night though', '0']",
"826443772133306368": "['ill hold your dope and ill take your charge', '1']",
"469237496552124416": "['@PamelaSantillo1 @MuggyUnts I used to be hooked on Adderall and published a memoir about it, please don't condescend I know what I'm doing', '0']",
"821148956063199232": "['@kendall_pope23 love you to dope solo', '0']",
"824400069659152387": "['Dope is such a DOPE movie', '0']",
"525685532966129664": "['Oxycodone and Endep make a strange trip, but are doing very little for this migraine :( .', '0']",
"826475582506549253": "['@noahbutters do you smoke weed breh', '1']",
"523012714252480512": "['Pretty sure the Oxycodone pills they gave me after surgery have caused me to go off the deep end..', '0']",
"816864361851580416": "['All I do is spend money smoke weed &amp; relax', '1']",
"824839327326826497": "['Araquanid has really grown on me recently, it's ridiculously powerful and it's just a dope mon', '0']",
"520477413596487680": "['I seem to remember something I took working better when I took half a pill for some reason, might have been the seroquel', '0']",
"823738710571286528": "['Being in love is pretty dope', '0']",
"494927431095300096": "['That damn oxycodone pill that nurse gave me for pain got me woozy', '0']",
"822974907361337345": "['. @TomiLahren definitely is taking some black d**k on the under', '0']",
"535091600968667136": "['Ingram\'s blood sample revealed lidocaine and midazolim, drugs administered by medical team; /tentative/ presence of oxycodone #ottnews', '0']",
"819539394264756225": "['School makes me wanna do dope/ -Ethan', '1']",
"826277930657525760": "['@stipton82 LEGO gonna be dope though', '0']",
"821149432251056128": "['He is so blunt lol', '0']",
"486399699520208896": "['But she's like pale vampire white ib kid probably does hella adderall and a Virgin who's life is god', '0']",
"454046944294633472": "['@awhite2222 hope this cold goes away and your looking for adderall for me as we tweet', '1']",
"331894263606550528": "['@jen_onlyone100 I was on it WITH Prozac &amp; Quetiapine but they took me off bcoz it's too addictive (what the fuck ever! Gimme that shit!) LOL', '0']",
"817546296571691008": "['Boracho beans are bomb 🔥', '0']",
"500446040169127936": "['I only passed photography in hs bc i took adderall that semester', '0']",
"502547062127595520": "['“@ROSSettastone_: taking my brothers adderall to get through work 😂” 💀 pass some this way! 😏😭😂😩👅', '1']",
"820609829580353537": "['Bro tonight was hellie dope', '0']",
"815834290198036480": "['When I get home I'm smoking a fat blunt', '1']",
"821921619983667202": "['lol I need a blunt', '1']",
"824616958700257280": "['Most dope, that's forever!', '0']",
"454818909825138688": "['my pills got me fucked up lol i hate taking seroquel  😏', '0']",
"494321557310029824": "['@arianecustic comp, algebra, speech, psych, and maybe some adderall lol', '1']",
"498179389352574976": "['remember that time i took adderall for the first time all summer since school ended and i ended up washing julian's car', '0']",
"484102138780344322": "['lets take adderall and try to get busta rhymes part in look at me now', '0']",
"454043760012189697": "['It is a fact that adderall starts with an /A/. It\'s my personal opinion that it also ends in an /A', '0']",
"463462938330685440": "['OMG WELL I JUST SENT IN MY HISTORY FINAL Y'ALL. I'D LIKE TO THANK JESUS AND ADDERALL', '1']",
"503723660281409538": "['“@AdderallHadMe: Adderall had me actually understanding Sean Paul lyrics”LMFAOOOO', '0']",
"820410967825600512": "['I just plot while I smoke pot,', '1']",
"511234412898680832": "['@mikeynyc @abbyleebrazil A pancake made out of cannabis &amp; oxycodone maybe. 😂', '0']",
"495159206388203520": "['One GP man facing charges trying to import Oxycodone pills through mail #gpab #CountyofGP #yqu', '0']",
"823681053814648837": "['this shower is about to absolutely smack', '0']",
"822566567741423621": "['It's Friday night and I'm ready to smoke some fucking weed', '1']",
"822148319191453697": "['@mtaibbi heroin is still on the table I hope.', '1']",
